dataset,method,param,exit_status,elapsed_seconds,wall_time,max_process_rss_kb,max_yarn_allocated_gb,system_used_max_gb,lines,hdfs_read_gb,hdfs_write_gb,gc_time_ms
combo-10-ds08-09-12-3p35gb-27855f,java-spark,p8,0,269,4:28.79,985840,4.00,5.67,1497496,0.0000,0.0000,0
combo-10-ds08-09-12-3p35gb-27855f,java-spark,p16,0,288,4:47.82,983956,5.00,5.74,1497496,0.0000,0.0000,0
combo-10-ds08-09-12-3p35gb-27855f,java-spark,p24,0,212,3:31.83,984144,4.00,5.36,1497496,0.0000,0.0000,0
combo-10-ds08-09-12-3p35gb-27855f,java-spark,p32,0,252,4:12.26,1041540,4.00,5.13,1497496,0.0000,0.0000,0
combo-10-ds08-09-12-3p35gb-27855f,java-spark,p40,0,223,3:42.28,1028300,4.00,5.01,1497496,0.0000,0.0000,0
combo-10-ds08-09-12-3p35gb-27855f,sequential-python,local,0,840,13:59.71,2162108,0.00,4.09,1497496,0,0,0
combo-12-ds08-10-12-3p75gb-11092f,hadoop-base,r1,0,569,9:28.04,464628,4.00,4.58,7736590,0.0000,0.0000,0
combo-12-ds08-10-12-3p75gb-11092f,hadoop-base,r2,0,498,8:18.71,387608,4.00,4.48,7736590,0.0000,0.0000,0
combo-12-ds08-10-12-3p75gb-11092f,hadoop-base,r4,0,595,9:55.25,458128,4.00,4.75,7736590,0.0000,0.0000,0
combo-12-ds08-10-12-3p75gb-11092f,hadoop-base,r8,0,601,10:00.67,470424,4.00,4.56,7736590,0.0000,0.0000,0
combo-12-ds08-10-12-3p75gb-11092f,hadoop-base,r16,0,550,9:09.60,489464,4.00,4.60,7736590,0.0000,0.0000,0
combo-12-ds08-10-12-3p75gb-11092f,hadoop-base,r24,0,602,10:02.64,468608,4.00,4.51,7736590,0.0000,0.0000,0
combo-12-ds08-10-12-3p75gb-11092f,hadoop-inmapper,r1,0,365,6:05.50,487768,4.00,4.59,7736590,0.0000,0.0000,0
combo-12-ds08-10-12-3p75gb-11092f,hadoop-inmapper,r2,0,345,5:45.08,394868,4.00,4.85,7736590,0.0000,0.0000,0
combo-12-ds08-10-12-3p75gb-11092f,hadoop-inmapper,r4,0,367,6:06.47,457408,5.00,5.09,7736590,0.0000,0.0000,0
combo-12-ds08-10-12-3p75gb-11092f,hadoop-inmapper,r8,0,398,6:37.91,486592,5.00,5.33,7736590,0.0000,0.0000,0
combo-12-ds08-10-12-3p75gb-11092f,hadoop-inmapper,r16,0,391,6:31.86,458400,4.00,4.85,7736590,0.0000,0.0000,0
combo-12-ds08-10-12-3p75gb-11092f,hadoop-inmapper,r24,0,377,6:17.00,391628,5.00,5.04,7736590,0.0000,0.0000,0
combo-12-ds08-10-12-3p75gb-11092f,pyspark-fastest,p4,0,534,8:54.77,671112,5.00,4.70,7736590,0.0000,0.0000,0
combo-12-ds08-10-12-3p75gb-11092f,pyspark-fastest,p8,0,336,5:36.41,686976,4.00,5.18,7736590,0.0000,0.0000,0
combo-12-ds08-10-12-3p75gb-11092f,pyspark-fastest,p16,0,296,4:56.21,685844,4.00,4.72,7736590,0.0000,0.0000,0
combo-12-ds08-10-12-3p75gb-11092f,pyspark-fastest,p24,0,277,4:37.46,683948,5.00,4.67,7736590,0.0000,0.0000,0
combo-12-ds08-10-12-3p75gb-11092f,pyspark-fastest,p32,0,265,4:24.90,732084,4.00,4.40,7736590,0.0000,0.0000,0
combo-12-ds08-10-12-3p75gb-11092f,pyspark-fastest,p40,0,270,4:30.20,643108,4.00,4.46,7736590,0.0000,0.0000,0
combo-12-ds08-10-12-3p75gb-11092f,java-spark,p4,0,430,7:09.16,703128,5.00,6.29,7736590,0.0000,0.0000,0
combo-12-ds08-10-12-3p75gb-11092f,java-spark,p8,0,317,5:17.32,703244,4.00,5.77,7736590,0.0000,0.0000,0
combo-12-ds08-10-12-3p75gb-11092f,java-spark,p16,0,296,4:55.69,701068,5.00,5.44,7736590,0.0000,0.0000,0
combo-12-ds08-10-12-3p75gb-11092f,java-spark,p24,0,250,4:09.58,733504,5.00,5.46,7736590,0.0000,0.0000,0
combo-12-ds08-10-12-3p75gb-11092f,java-spark,p32,0,245,4:04.28,690572,5.00,5.55,7736590,0.0000,0.0000,0
combo-12-ds08-10-12-3p75gb-11092f,java-spark,p40,0,247,4:05.89,696304,4.00,5.21,7736590,0.0000,0.0000,0
combo-12-ds08-10-12-3p75gb-11092f,sequential-python,local,0,805,13:24.70,4597700,0.00,6.33,7736590,0,0,0
combo-05-ds09-10-2p7gb-20597f,hadoop-base,r1,0,597,9:56.34,529764,4.00,4.59,7712409,0.0000,0.0000,0
combo-05-ds09-10-2p7gb-20597f,hadoop-base,r2,0,458,7:38.52,516472,4.00,4.60,7712409,0.0000,0.0000,0
combo-05-ds09-10-2p7gb-20597f,hadoop-base,r4,0,466,7:46.50,480888,5.00,4.86,7712409,0.0000,0.0000,0
combo-05-ds09-10-2p7gb-20597f,hadoop-base,r8,0,466,7:46.16,653848,4.00,4.73,7712409,0.0000,0.0000,0
combo-05-ds09-10-2p7gb-20597f,hadoop-base,r16,0,484,8:04.02,550644,5.00,4.98,7712409,0.0000,0.0000,0
combo-05-ds09-10-2p7gb-20597f,hadoop-base,r24,0,468,7:47.55,602656,5.00,4.98,7712409,0.0000,0.0000,0
combo-05-ds09-10-2p7gb-20597f,hadoop-inmapper,r1,0,318,5:18.63,500956,4.00,4.62,7712409,0.0000,0.0000,0
combo-05-ds09-10-2p7gb-20597f,hadoop-inmapper,r2,0,332,5:32.47,635332,5.00,5.28,7712409,0.0000,0.0000,0
combo-05-ds09-10-2p7gb-20597f,hadoop-inmapper,r4,0,353,5:52.00,592236,4.00,4.80,7712409,0.0000,0.0000,0
combo-05-ds09-10-2p7gb-20597f,hadoop-inmapper,r8,0,354,5:53.66,491680,4.00,4.83,7712409,0.0000,0.0000,0
combo-05-ds09-10-2p7gb-20597f,hadoop-inmapper,r16,0,314,5:14.07,642152,5.00,4.80,7712409,0.0000,0.0000,0
combo-05-ds09-10-2p7gb-20597f,hadoop-inmapper,r24,0,331,5:31.26,577736,4.00,4.91,7712409,0.0000,0.0000,0
combo-05-ds09-10-2p7gb-20597f,pyspark-fastest,p4,0,510,8:29.26,974028,4.00,4.81,7712409,0.0000,0.0000,0
combo-05-ds09-10-2p7gb-20597f,pyspark-fastest,p8,0,365,6:04.34,943700,4.00,5.31,7712409,0.0000,0.0000,0
combo-05-ds09-10-2p7gb-20597f,pyspark-fastest,p16,0,272,4:31.76,868792,4.00,4.59,7712409,0.0000,0.0000,0
combo-05-ds09-10-2p7gb-20597f,pyspark-fastest,p24,0,230,3:50.05,894704,4.00,4.54,7712409,0.0000,0.0000,0
combo-05-ds09-10-2p7gb-20597f,pyspark-fastest,p32,0,218,3:37.69,882532,4.00,4.43,7712409,0.0000,0.0000,0
combo-05-ds09-10-2p7gb-20597f,pyspark-fastest,p40,0,241,4:00.88,841224,4.00,5.77,7712409,0.0000,0.0000,0
combo-05-ds09-10-2p7gb-20597f,java-spark,p4,0,358,5:57.52,821256,4.00,6.21,7712409,0.0000,0.0000,0
combo-05-ds09-10-2p7gb-20597f,java-spark,p8,0,303,5:03.33,802312,5.00,5.89,7712409,0.0000,0.0000,0
combo-05-ds09-10-2p7gb-20597f,java-spark,p16,0,248,4:07.53,827712,5.00,5.53,7712409,0.0000,0.0000,0
combo-05-ds09-10-2p7gb-20597f,java-spark,p24,0,227,3:46.62,806116,5.00,5.37,7712409,0.0000,0.0000,0
combo-05-ds09-10-2p7gb-20597f,java-spark,p32,0,226,3:45.57,826128,5.00,5.93,7712409,0.0000,0.0000,0
combo-05-ds09-10-2p7gb-20597f,java-spark,p40,0,211,3:30.37,912364,4.00,4.87,7712409,0.0000,0.0000,0
combo-05-ds09-10-2p7gb-20597f,sequential-python,local,0,680,11:19.75,4100968,0.00,5.89,7712409,0,0,0
